OP_PROFIT_LOSS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,YEAR,QUARTER
9987.96,NK,Spirit Air Lines,L,2015,4
10221,AS,Alaska Airlines Inc.,L,2016,4
10291,AA,American Airlines Inc.,A,2012,2
10378.86,NK,Spirit Air Lines,L,2015,1
10481.57,UA,United Air Lines Inc.,L,2011,2
10536,WN,Southwest Airlines Co.,L,2015,1
10536.53,NK,Spirit Air Lines,L,2019,1
10620.28,NK,Spirit Air Lines,L,2014,3
10635.07,NK,Spirit Air Lines,L,2018,2
10728.79,F9,Frontier Airlines Inc.,D,2012,2
10733.51,UA,United Air Lines Inc.,L,2018,4
10758.39,NK,Spirit Air Lines,L,2013,3
10825.33,G4,Allegiant Air,D,2022,1
10944.59,G4,Allegiant Air,D,2011,3
10947,AS,Alaska Airlines Inc.,L,2010,4
11175.9,F9,Frontier Airlines Inc.,L,2011,1
11222.92,NK,Spirit Air Lines,L,2016,3
11283.42,HA,Hawaiian Airlines Inc.,D,2010,1
11330.65,NK,Spirit Air Lines,L,2016,2
11415.31,NK,Spirit Air Lines,L,2017,2
11458.7,F9,Frontier Airlines Inc.,L,2014,1
11525.2,B6,JetBlue Airways,L,2009,3
11625.16,F9,Frontier Airlines Inc.,L,2011,2
11666.54,HA,Hawaiian Airlines Inc.,P,2019,4
11673,AS,Alaska Airlines Inc.,L,2015,3
11864.54,NK,Spirit Air Lines,L,2015,2
12031.1,G4,Allegiant Air,D,2014,4
12083,AA,American Airlines Inc.,A,2014,1
12196.72,NK,Spirit Air Lines,L,2014,2
12317.52,F9,Frontier Airlines Inc.,L,2013,1
12349.91,UA,United Air Lines Inc.,P,2014,4
12481.01,UA,United Air Lines Inc.,D,2021,3
12570,WN,Southwest Airlines Co.,L,2016,3
12574.84,F9,Frontier Airlines Inc.,L,2015,2
12651,AS,Alaska Airlines Inc.,L,2015,2
12940.46,F9,Frontier Airlines Inc.,L,2019,3
12960.89,NK,Spirit Air Lines,L,2019,4
13047,DL,Delta Air Lines Inc.,A,2011,4
13270.56,F9,Frontier Airlines Inc.,L,2015,1
13356,AS,Alaska Airlines Inc.,L,2016,3
13405,AS,Alaska Airlines Inc.,L,2016,1
13419.86,B6,JetBlue Airways,D,2010,1
13641.79,NK,Spirit Air Lines,L,2018,3
13861.56,F9,Frontier Airlines Inc.,L,2019,2
13884,WN,Southwest Airlines Co.,L,2017,1
13964.37,NK,Spirit Air Lines,L,2019,3
14055.49,F9,Frontier Airlines Inc.,L,2019,1
14177.08,G4,Allegiant Air,D,2011,2
14312,WN,Southwest Airlines Co.,L,2022,3
14482,G4,Allegiant Air,D,2010,3
14530.18,F9,Frontier Airlines Inc.,L,2020,1
14727,AA,American Airlines Inc.,A,2012,3
15072,AS,Alaska Airlines Inc.,L,2017,3
15103.21,NK,Spirit Air Lines,L,2018,4
15163,G4,Allegiant Air,D,2009,4
15309,WN,Southwest Airlines Co.,L,2016,4
15345,AS,Alaska Airlines Inc.,L,2016,2
15373,UA,United Air Lines Inc.,A,2009,1
15564.68,NK,Spirit Air Lines,L,2015,3
15601.03,HA,Hawaiian Airlines Inc.,P,2021,4
15654.6,B6,JetBlue Airways,D,2018,3
15671.78,G4,Allegiant Air,D,2011,4
15805,WN,Southwest Airlines Co.,L,2019,1
15839,UA,United Air Lines Inc.,L,2010,3
15998.22,B6,JetBlue Airways,L,2009,4
16007,WN,Southwest Airlines Co.,L,2015,2
16125.26,UA,United Air Lines Inc.,P,2013,4
16235,WN,Southwest Airlines Co.,L,2015,3
16311.79,B6,JetBlue Airways,D,2022,4
16335,WN,Southwest Airlines Co.,L,2018,1
16512.17,F9,Frontier Airlines Inc.,D,2019,1
16567,NK,Spirit Air Lines,D,2009,4
16574.38,F9,Frontier Airlines Inc.,D,2009,1
16810,WN,Southwest Airlines Co.,L,2015,4
17029.53,UA,United Air Lines Inc.,L,2011,4
17068.88,F9,Frontier Airlines Inc.,D,2010,3
17112.78,HA,Hawaiian Airlines Inc.,D,2009,4
17310.77,G4,Allegiant Air,D,2010,4
17312,WN,Southwest Airlines Co.,L,2017,4
17347,WN,Southwest Airlines Co.,L,2019,4
17486.54,HA,Hawaiian Airlines Inc.,P,2014,4
17668.04,NK,Spirit Air Lines,D,2010,4
17799,NK,Spirit Air Lines,D,2010,3
17949,AS,Alaska Airlines Inc.,L,2017,2
18013.56,HA,Hawaiian Airlines Inc.,P,2015,3
18096.64,AA,American Airlines Inc.,L,2022,2
18124.26,G4,Allegiant Air,D,2018,3
18299,G4,Allegiant Air,D,2009,3
18317.3,HA,Hawaiian Airlines Inc.,P,2014,3
18406,WN,Southwest Airlines Co.,L,2016,1
18460.69,B6,JetBlue Airways,A,2022,3
18575.98,HA,Hawaiian Airlines Inc.,P,2022,4
19109.86,UA,United Air Lines Inc.,A,2011,1
19297.04,B6,JetBlue Airways,A,2022,4
19421,NK,Spirit Air Lines,D,2010,1
19423,WN,Southwest Airlines Co.,L,2019,3
19508.01,B6,JetBlue Airways,L,2019,1
19610,AS,Alaska Airlines Inc.,D,2018,1
19833.76,HA,Hawaiian Airlines Inc.,P,2016,3
19836.54,NK,Spirit Air Lines,L,2019,2
20030,WN,Southwest Airlines Co.,L,2018,3
20127.64,G4,Allegiant Air,D,2021,3
20185.93,G4,Allegiant Air,D,2017,4
20258,NK,Spirit Air Lines,D,2009,3
20434,WN,Southwest Airlines Co.,L,2017,3
20497,WN,Southwest Airlines Co.,L,2018,4
20701.13,G4,Allegiant Air,D,2012,4
20762.21,HA,Hawaiian Airlines Inc.,D,2010,4
21081.94,B6,JetBlue Airways,L,2010,2
21451.12,HA,Hawaiian Airlines Inc.,P,2018,3
21716.94,NK,Spirit Air Lines,D,2011,1
22010.07,HA,Hawaiian Airlines Inc.,P,2011,3
22034.92,HA,Hawaiian Airlines Inc.,P,2020,1
22177,WN,Southwest Airlines Co.,D,2009,3
22237,DL,Delta Air Lines Inc.,L,2020,1
22299.5,HA,Hawaiian Airlines Inc.,D,2010,2
22312,G4,Allegiant Air,D,2010,2
22409.33,B6,JetBlue Airways,L,2012,4
22427.45,G4,Allegiant Air,D,2012,3
22454,DL,Delta Air Lines Inc.,L,2013,1
22519,AA,American Airlines Inc.,L,2009,4
23020.99,B6,JetBlue Airways,D,2012,4
23378.73,UA,United Air Lines Inc.,L,2012,2
23610.76,G4,Allegiant Air,D,2011,1
23807.35,F9,Frontier Airlines Inc.,D,2009,2
24072.59,B6,JetBlue Airways,D,2010,4
24355.42,HA,Hawaiian Airlines Inc.,D,2022,3
24535.16,G4,Allegiant Air,D,2013,3
24578,NK,Spirit Air Lines,D,2009,1
24627,WN,Southwest Airlines Co.,L,2016,2
24818.11,HA,Hawaiian Airlines Inc.,P,2012,2
25009.95,F9,Frontier Airlines Inc.,D,2017,4
25276.82,UA,United Air Lines Inc.,L,2017,4
25345.55,B6,JetBlue Airways,L,2020,1
25425.28,UA,United Air Lines Inc.,L,2016,1
25486.68,G4,Allegiant Air,D,2014,3
25749,WN,Southwest Airlines Co.,L,2018,2
26200.47,B6,JetBlue Airways,L,2019,2
26940.89,G4,Allegiant Air,D,2013,4
27086,NK,Spirit Air Lines,D,2009,2
27362.45,B6,JetBlue Airways,L,2013,3
27881,WN,Southwest Airlines Co.,L,2019,2
28004.81,NK,Spirit Air Lines,D,2012,4
28037,AA,American Airlines Inc.,L,2009,3
28156.19,B6,JetBlue Airways,L,2010,1
28190,WN,Southwest Airlines Co.,D,2012,1
28268,AA,American Airlines Inc.,A,2014,4
28325,AS,Alaska Airlines Inc.,D,2009,4
28567.11,G4,Allegiant Air,D,2022,2
28606.21,UA,United Air Lines Inc.,L,2011,3
29025,AA,American Airlines Inc.,A,2013,4
29044,DL,Delta Air Lines Inc.,P,2022,2
29145.92,NK,Spirit Air Lines,D,2011,2
29288.31,G4,Allegiant Air,D,2012,1
29844.92,F9,Frontier Airlines Inc.,D,2022,2
30018.6,F9,Frontier Airlines Inc.,D,2009,3
30081.59,HA,Hawaiian Airlines Inc.,P,2017,3
30183.05,UA,United Air Lines Inc.,P,2011,4
30232,DL,Delta Air Lines Inc.,A,2020,1
30249,WN,Southwest Airlines Co.,L,2017,2
30818.85,F9,Frontier Airlines Inc.,D,2018,1
30855,DL,Delta Air Lines Inc.,L,2015,3
30855.73,HA,Hawaiian Airlines Inc.,D,2011,4
31020.39,HA,Hawaiian Airlines Inc.,P,2019,3
31348,DL,Delta Air Lines Inc.,P,2010,1
31809.68,NK,Spirit Air Lines,D,2012,1
31956,DL,Delta Air Lines Inc.,L,2012,4
32400.76,B6,JetBlue Airways,L,2019,4
32412.92,HA,Hawaiian Airlines Inc.,D,2018,4
32422.89,HA,Hawaiian Airlines Inc.,D,2009,3
32423,AA,American Airlines Inc.,L,2010,1
32508,AS,Alaska Airlines Inc.,D,2019,1
32508.04,UA,United Air Lines Inc.,P,2021,3
32662.45,NK,Spirit Air Lines,D,2011,4
32688,G4,Allegiant Air,D,2010,1
33237.6,UA,United Air Lines Inc.,A,2021,4
33687.33,HA,Hawaiian Airlines Inc.,D,2010,3
33849,G4,Allegiant Air,D,2009,2
34060,UA,United Air Lines Inc.,P,2019,3
34220,AA,American Airlines Inc.,D,2012,2
34246.3,G4,Allegiant Air,D,2012,2
34456.89,B6,JetBlue Airways,D,2013,2
34573,DL,Delta Air Lines Inc.,P,2010,4
34733.53,F9,Frontier Airlines Inc.,D,2012,3
35082.52,G4,Allegiant Air,D,2017,3
35142.28,B6,JetBlue Airways,D,2012,1
35322,UA,United Air Lines Inc.,P,2009,4
35389,AS,Alaska Airlines Inc.,D,2009,2
35424.6,G4,Allegiant Air,D,2013,2
35731.45,F9,Frontier Airlines Inc.,D,2013,3
36056,DL,Delta Air Lines Inc.,A,2011,3
36176.32,F9,Frontier Airlines Inc.,D,2014,4
36204.17,B6,JetBlue Airways,L,2010,4
36290.25,UA,United Air Lines Inc.,P,2014,2
36439,G4,Allegiant Air,D,2021,4
36847.94,NK,Spirit Air Lines,D,2011,3
37130.47,F9,Frontier Airlines Inc.,D,2015,1
37595.42,B6,JetBlue Airways,D,2011,2
37984,AA,American Airlines Inc.,A,2010,2
37986.47,F9,Frontier Airlines Inc.,D,2015,4
38139.52,HA,Hawaiian Airlines Inc.,D,2012,3
38291.4,HA,Hawaiian Airlines Inc.,P,2012,3
38464.54,HA,Hawaiian Airlines Inc.,D,2009,2
38573.07,F9,Frontier Airlines Inc.,D,2018,3
38652.26,UA,United Air Lines Inc.,L,2018,3
38659.28,G4,Allegiant Air,D,2020,1
38667.7,B6,JetBlue Airways,L,2012,2
39716.58,HA,Hawaiian Airlines Inc.,D,2011,3
39822,DL,Delta Air Lines Inc.,L,2016,4
39949.72,UA,United Air Lines Inc.,L,2015,4
40579,WN,Southwest Airlines Co.,L,2022,2
41115.52,B6,JetBlue Airways,D,2011,4
41202.88,HA,Hawaiian Airlines Inc.,D,2014,1
41209,G4,Allegiant Air,D,2009,1
41449.94,F9,Frontier Airlines Inc.,D,2022,3
41552.59,B6,JetBlue Airways,D,2011,3
41574.9,HA,Hawaiian Airlines Inc.,P,2018,4
42402.5,NK,Spirit Air Lines,D,2012,3
42820.69,B6,JetBlue Airways,L,2011,4
42918.58,HA,Hawaiian Airlines Inc.,D,2009,1
43226,DL,Delta Air Lines Inc.,L,2015,2
43559.68,NK,Spirit Air Lines,D,2013,1
43845.46,F9,Frontier Airlines Inc.,D,2022,4
44295,AA,American Airlines Inc.,A,2010,3
44643.44,B6,JetBlue Airways,D,2012,3
44674.56,G4,Allegiant Air,D,2013,1
44727.22,B6,JetBlue Airways,L,2018,4
44776.46,UA,United Air Lines Inc.,L,2022,3
44779.73,B6,JetBlue Airways,L,2011,1
45072,DL,Delta Air Lines Inc.,D,2009,4
45754.81,AA,American Airlines Inc.,A,2015,4
46212.52,B6,JetBlue Airways,L,2012,1
47469,NK,Spirit Air Lines,D,2012,2
47486.47,B6,JetBlue Airways,D,2009,4
48274,DL,Delta Air Lines Inc.,P,2011,4
48345,DL,Delta Air Lines Inc.,D,2009,2
48382,AA,American Airlines Inc.,D,2013,4
48492,UA,United Air Lines Inc.,A,2009,3
48541.39,UA,United Air Lines Inc.,P,2017,3
48625.62,UA,United Air Lines Inc.,L,2019,1
48881.06,F9,Frontier Airlines Inc.,D,2016,4
49115.65,B6,JetBlue Airways,L,2011,2
49360.91,B6,JetBlue Airways,D,2013,4
49773,AS,Alaska Airlines Inc.,D,2012,1
50068.9,B6,JetBlue Airways,L,2013,1
50178,DL,Delta Air Lines Inc.,L,2021,4
50213.23,G4,Allegiant Air,D,2014,2
50234,WN,Southwest Airlines Co.,D,2012,3
50451.57,G4,Allegiant Air,D,2014,1
50637,AS,Alaska Airlines Inc.,D,2011,1
52391.27,UA,United Air Lines Inc.,L,2013,3
52396,DL,Delta Air Lines Inc.,P,2022,4
52975.23,F9,Frontier Airlines Inc.,D,2014,2
53538.24,NK,Spirit Air Lines,D,2014,1
53632,DL,Delta Air Lines Inc.,L,2017,4
54391,UA,United Air Lines Inc.,A,2010,1
54475.95,UA,United Air Lines Inc.,A,2013,4
54478,WN,Southwest Airlines Co.,D,2010,1
54732.32,B6,JetBlue Airways,D,2009,3
54771.67,NK,Spirit Air Lines,D,2017,1
54862,DL,Delta Air Lines Inc.,L,2022,2
55396.26,B6,JetBlue Airways,L,2018,2
55649.44,B6,JetBlue Airways,D,2018,1
56005.06,HA,Hawaiian Airlines Inc.,D,2018,1
56081.64,HA,Hawaiian Airlines Inc.,D,2019,1
56249.48,UA,United Air Lines Inc.,L,2012,3
56928.8,UA,United Air Lines Inc.,P,2019,2
57304.41,B6,JetBlue Airways,L,2014,2
57690.99,B6,JetBlue Airways,L,2017,4
57779.21,B6,JetBlue Airways,L,2021,3
57817.67,F9,Frontier Airlines Inc.,D,2019,4
57824.78,B6,JetBlue Airways,L,2016,2
58746.3,NK,Spirit Air Lines,D,2013,2
58801.59,B6,JetBlue Airways,L,2013,2
59004,AA,American Airlines Inc.,L,2011,2
59004.82,HA,Hawaiian Airlines Inc.,D,2019,4
59073.36,G4,Allegiant Air,D,2018,4
59598,UA,United Air Lines Inc.,A,2010,4
59745.15,B6,JetBlue Airways,L,2010,3
59762.75,B6,JetBlue Airways,D,2009,2
59962.09,HA,Hawaiian Airlines Inc.,D,2014,4
60009.62,AA,American Airlines Inc.,A,2019,3
60100.55,UA,United Air Lines Inc.,P,2018,2
60503,DL,Delta Air Lines Inc.,P,2011,3
60780,DL,Delta Air Lines Inc.,L,2017,1
60966.3,HA,Hawaiian Airlines Inc.,D,2013,2
60987,DL,Delta Air Lines Inc.,P,2016,4
61088.65,AA,American Airlines Inc.,A,2015,1
61254.38,NK,Spirit Air Lines,D,2013,4
61378.06,B6,JetBlue Airways,L,2013,4
61424.1,B6,JetBlue Airways,L,2017,1
61671.33,B6,JetBlue Airways,L,2014,4
61987.81,UA,United Air Lines Inc.,L,2017,2
62540.06,G4,Allegiant Air,D,2018,2
63012.65,UA,United Air Lines Inc.,L,2016,4
63105.75,UA,United Air Lines Inc.,P,2015,4
63277.16,G4,Allegiant Air,D,2016,4
63312,AA,American Airlines Inc.,L,2010,3
